"","USPS","GEOID","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG"
"1","CA","6001400100",6894340,0,2.662,0,37.8676275,-122.231946
"2","CA","6001400200",587450,0,0.227,0,37.8481386,-122.2495968
"3","CA","6001400300",1105329,0,0.427,0,37.8405983,-122.2544365
"4","CA","6001400400",714728,0,0.276,0,37.8482803,-122.2574533
"5","CA","6001400500",590307,0,0.228,0,37.8485412,-122.2647277
"6","CA","6001400600",297856,0,0.115,0,37.8419909,-122.2648882
"7","CA","6001400700",880303,0,0.34,0,37.8417667,-122.2723529
"8","CA","6001400800",696240,0,0.269,0,37.8454675,-122.2833944
"9","CA","6001400900",420877,0,0.163,0,37.8394912,-122.2802646
"10","CA","6001401000",1144333,0,0.442,0,37.8312255,-122.2719014
"11","CA","6001401100",883273,0,0.341,0,37.8305038,-122.2638582
"12","CA","6001401200",665876,0,0.257,0,37.8306139,-122.2579003
"13","CA","6001401300",858458,0,0.331,0,37.8181162,-122.2666978
"14","CA","6001401400",758204,0,0.293,0,37.820756,-122.2733874
"15","CA","6001401500",467740,0,0.181,0,37.8229286,-122.2806336
"16","CA","6001401600",636068,0,0.246,0,37.8173716,-122.2814825
"17","CA","6001401700",5757361,5813128,2.223,2.244,37.8225184,-122.3077741
"18","CA","6001401800",298634,0,0.115,0,37.8095326,-122.2982355
"19","CA","6001402200",712081,0,0.275,0,37.8063521,-122.2963073
"20","CA","6001402400",337079,0,0.13,0,37.812031,-122.2824569
"21","CA","6001402500",365454,0,0.141,0,37.8057305,-122.2847803
"22","CA","6001402600",318842,0,0.123,0,37.8042701,-122.2799551
"23","CA","6001402700",398820,0,0.154,0,37.8103873,-122.276991
"24","CA","6001402800",398312,0,0.154,0,37.808718,-122.2715001
"25","CA","6001402900",391799,0,0.151,0,37.8071721,-122.2667847
"26","CA","6001403000",352394,0,0.136,0,37.8004341,-122.2707274
"27","CA","6001403100",346852,0,0.134,0,37.8022741,-122.2755012
"28","CA","6001403300",915837,96764,0.354,0.037,37.7944308,-122.2663244
"29","CA","6001403400",664234,602434,0.256,0.233,37.8026482,-122.2626597
"30","CA","6001403501",669873,0,0.259,0,37.8177398,-122.2600504
"31","CA","6001403502",182461,0,0.07,0,37.8159619,-122.2569401
"32","CA","6001403600",391491,0,0.151,0,37.8135075,-122.2534803
"33","CA","6001403701",173947,0,0.067,0,37.8112134,-122.2586656
"34","CA","6001403702",199100,0,0.077,0,37.8094979,-122.2520933
"35","CA","6001403800",652450,0,0.252,0,37.8148228,-122.2416681
"36","CA","6001403900",493102,0,0.19,0,37.8171784,-122.2487713
"37","CA","6001404000",366986,0,0.142,0,37.8233126,-122.2536627
"38","CA","6001404101",571739,0,0.221,0,37.8300795,-122.249816
"39","CA","6001404102",230172,0,0.089,0,37.8260219,-122.2510667
"40","CA","6001404200",2724001,0,1.052,0,37.8361135,-122.2344665
"41","CA","6001404300",1827346,25272,0.706,0.01,37.8446717,-122.2381046
"42","CA","6001404400",4119675,0,1.591,0,37.846243,-122.2150688
"43","CA","6001404501",1087924,5141,0.42,0.002,37.8271275,-122.2171515
"44","CA","6001404502",3071447,0,1.186,0,37.8345259,-122.2026155
"45","CA","6001404600",4827837,0,1.864,0,37.8198587,-122.1912195
"46","CA","6001404700",1200169,0,0.463,0,37.8133426,-122.2069935
"47","CA","6001404800",628405,0,0.243,0,37.8055076,-122.2131962
"48","CA","6001404900",1011185,0,0.39,0,37.8041422,-122.2215059
"49","CA","6001405000",800378,0,0.309,0,37.8120851,-122.2190899
"50","CA","6001405100",1256531,0,0.485,0,37.811425,-122.2322365
"51","CA","6001405200",858122,0,0.331,0,37.805277,-122.2433878
"52","CA","6001405301",227753,0,0.088,0,37.8020757,-122.2513558
"53","CA","6001405302",205566,0,0.079,0,37.7985075,-122.2543138
"54","CA","6001405401",313930,0,0.121,0,37.7965384,-122.2494562
"55","CA","6001405402",285369,0,0.11,0,37.7933319,-122.2461006
"56","CA","6001405500",411721,0,0.159,0,37.7982821,-122.243279
"57","CA","6001405600",428774,0,0.166,0,37.8008019,-122.2372726
"58","CA","6001405700",546860,0,0.211,0,37.7982307,-122.2296737
"59","CA","6001405800",519054,0,0.2,0,37.7939452,-122.2330985
"60","CA","6001405901",452588,0,0.175,0,37.787786,-122.2357701
"61","CA","6001405902",487280,0,0.188,0,37.7909447,-122.240953
"62","CA","6001406000",2113988,467979,0.816,0.181,37.7915385,-122.251342
"63","CA","6001406100",1843703,74875,0.712,0.029,37.7741755,-122.2275801
"64","CA","6001406201",408076,0,0.158,0,37.7850449,-122.230736
"65","CA","6001406202",392183,0,0.151,0,37.7819786,-122.2265557
"66","CA","6001406300",485744,0,0.188,0,37.7892881,-122.2250125
"67","CA","6001406400",487914,77534,0.188,0.03,37.796806,-122.2217201
"68","CA","6001406500",745043,0,0.288,0,37.7880813,-122.2169867
"69","CA","6001406601",747404,0,0.289,0,37.7936093,-122.2079606
"70","CA","6001406602",414724,0,0.16,0,37.7964782,-122.2143072
"71","CA","6001406700",1683727,0,0.65,0,37.8033164,-122.2022249
"72","CA","6001406800",912527,0,0.352,0,37.7978944,-122.1949575
"73","CA","6001406900",873127,0,0.337,0,37.7932754,-122.1903789
"74","CA","6001407000",862936,0,0.333,0,37.7879458,-122.2024901
"75","CA","6001407101",370838,0,0.143,0,37.7831287,-122.2143966
"76","CA","6001407102",660863,0,0.255,0,37.7807761,-122.2102385
"77","CA","6001407200",715071,0,0.276,0,37.7777848,-122.2192819
"78","CA","6001407300",2370917,209265,0.915,0.081,37.7621786,-122.2109235
"79","CA","6001407400",511491,0,0.197,0,37.7710407,-122.2067479
"80","CA","6001407500",494511,0,0.191,0,37.769515,-122.1976091
"81","CA","6001407600",1022712,0,0.395,0,37.7775293,-122.2031992
"82","CA","6001407700",918668,0,0.355,0,37.7765228,-122.1931965
"83","CA","6001407800",1234692,0,0.477,0,37.7817417,-122.1866598
"84","CA","6001407900",1099097,0,0.424,0,37.7884273,-122.1847831
"85","CA","6001408000",1955676,0,0.755,0,37.8029607,-122.1828709
"86","CA","6001408100",8935571,0,3.45,0,37.7853987,-122.1572109
"87","CA","6001408200",901765,0,0.348,0,37.7751005,-122.1755728
"88","CA","6001408300",1521670,0,0.588,0,37.7710979,-122.1645167
"89","CA","6001408400",542658,0,0.21,0,37.7646056,-122.1709595
"90","CA","6001408500",831360,0,0.321,0,37.7604176,-122.1785112
"91","CA","6001408600",1061441,0,0.41,0,37.7661975,-122.182303
"92","CA","6001408700",1130613,0,0.437,0,37.7688608,-122.1889459
"93","CA","6001408800",1204352,0,0.465,0,37.7588039,-122.1969422
"94","CA","6001408900",802406,0,0.31,0,37.7541816,-122.1887803
"95","CA","6001409000",16927915,4382424,6.536,1.692,37.7296943,-122.2161623
"96","CA","6001409100",490550,0,0.189,0,37.7323419,-122.1834828
"97","CA","6001409200",716800,0,0.277,0,37.729083,-122.1778389
"98","CA","6001409300",1076280,0,0.416,0,37.7378466,-122.1733599
"99","CA","6001409400",1253613,0,0.484,0,37.744613,-122.1803623
"100","CA","6001409500",836612,0,0.323,0,37.7504463,-122.1837659
"101","CA","6001409600",747478,0,0.289,0,37.7532669,-122.1726197
"102","CA","6001409700",811304,0,0.313,0,37.7564187,-122.1658929
"103","CA","6001409800",1790024,0,0.691,0,37.7603611,-122.1557637
"104","CA","6001409900",4332544,0,1.673,0,37.7619727,-122.135825
"105","CA","6001410000",6562265,145283,2.534,0.056,37.7447566,-122.1332163
"106","CA","6001410100",784437,0,0.303,0,37.7478641,-122.1535294
"107","CA","6001410200",585845,0,0.226,0,37.7453063,-122.1571742
"108","CA","6001410300",578329,0,0.223,0,37.7466798,-122.1661407
"109","CA","6001410400",706611,0,0.273,0,37.7408161,-122.1621741
"110","CA","6001410500",724476,0,0.28,0,37.8100159,-122.2889571
"111","CA","6001420100",552476,0,0.213,0,37.8947731,-122.2910214
"112","CA","6001420200",463184,0,0.179,0,37.8944657,-122.2974678
"113","CA","6001420300",1303595,1109281,0.503,0.428,37.8906499,-122.3181164
"114","CA","6001420400",1108467,1632801,0.428,0.63,37.8862111,-122.3141637
"115","CA","6001420500",416291,0,0.161,0,37.8867059,-122.2950048
"116","CA","6001420600",789445,0,0.305,0,37.8870335,-122.2870622
"117","CA","6001421100",745510,0,0.288,0,37.899434,-122.2661928
"118","CA","6001421200",1354148,1509,0.523,0.001,37.8975481,-122.2752271
"119","CA","6001421300",1106645,0,0.427,0,37.8911093,-122.2813663
"120","CA","6001421400",474778,0,0.183,0,37.8883409,-122.270922
"121","CA","6001421500",1590678,3635,0.614,0.001,37.8918549,-122.2591778
"122","CA","6001421600",1333470,0,0.515,0,37.8839395,-122.2559781
"123","CA","6001421700",573822,0,0.222,0,37.8819398,-122.2701842
"124","CA","6001421800",528477,0,0.204,0,37.8802854,-122.2782006
"125","CA","6001421900",855101,0,0.33,0,37.8794875,-122.289635
"126","CA","6001422000",4519576,5864363,1.745,2.264,37.8578054,-122.3012478
"127","CA","6001422100",551943,0,0.213,0,37.8733067,-122.2965336
"128","CA","6001422200",675011,0,0.261,0,37.8728828,-122.2878171
"129","CA","6001422300",560047,0,0.216,0,37.8740722,-122.2779152
"130","CA","6001422400",475570,0,0.184,0,37.8752396,-122.2695878
"131","CA","6001422500",460335,0,0.178,0,37.877313,-122.2603183
"132","CA","6001422600",1699288,0,0.656,0,37.8737724,-122.254627
"133","CA","6001422700",348098,0,0.134,0,37.8679235,-122.249491
"134","CA","6001422800",408571,0,0.158,0,37.8667875,-122.259979
"135","CA","6001422900",544282,0,0.21,0,37.8678899,-122.269247
"136","CA","6001423000",730083,0,0.282,0,37.8668441,-122.2771352
"137","CA","6001423100",748653,0,0.289,0,37.865807,-122.2863197
"138","CA","6001423200",456778,0,0.176,0,37.8645164,-122.2936857
"139","CA","6001423300",726625,0,0.281,0,37.8573281,-122.2842016
"140","CA","6001423400",755443,0,0.292,0,37.8583735,-122.275884
"141","CA","6001423500",635744,0,0.245,0,37.8593612,-122.268048
"142","CA","6001423601",523436,0,0.202,0,37.8588898,-122.258719
"143","CA","6001423602",404545,0,0.156,0,37.8631828,-122.2592684
"144","CA","6001423700",728690,0,0.281,0,37.8618284,-122.2490093
"145","CA","6001423800",1072454,0,0.414,0,37.8547521,-122.2440171
"146","CA","6001423901",395613,0,0.153,0,37.8522414,-122.2675674
"147","CA","6001423902",309231,0,0.119,0,37.8547567,-122.2573858
"148","CA","6001424001",507529,0,0.196,0,37.8503694,-122.2746228
"149","CA","6001424002",327217,0,0.126,0,37.8504771,-122.2815375
"150","CA","6001425101",590871,2045459,0.228,0.79,37.8382532,-122.3054128
"151","CA","6001425102",735195,0,0.284,0,37.8398713,-122.2946336
"152","CA","6001425103",874832,0,0.338,0,37.8425491,-122.2898096
"153","CA","6001425104",1087224,0,0.42,0,37.8326584,-122.2833246
"154","CA","6001426100",3043956,0,1.175,0,37.8216141,-122.2252882
"155","CA","6001426200",1358211,0,0.524,0,37.8246262,-122.2406411
"156","CA","6001427100",1025446,168187,0.396,0.065,37.764909,-122.2299614
"157","CA","6001427200",1329667,650377,0.513,0.251,37.780827,-122.248255
"158","CA","6001427300",1950568,861367,0.753,0.333,37.7810489,-122.2662775
"159","CA","6001427600",582861,0,0.225,0,37.7778323,-122.2835979
"160","CA","6001427700",999309,710016,0.386,0.274,37.7681553,-122.2868948
"161","CA","6001427800",831152,0,0.321,0,37.7714922,-122.2690581
"162","CA","6001427900",825214,0,0.319,0,37.7698045,-122.2582454
"163","CA","6001428000",525763,0,0.203,0,37.7666414,-122.2475404
"164","CA","6001428100",994804,38330,0.384,0.015,37.7589136,-122.2346068
"165","CA","6001428200",1362068,804737,0.526,0.311,37.7533497,-122.2396803
"166","CA","6001428301",4297936,1597302,1.659,0.617,37.7344929,-122.2414385
"167","CA","6001428302",2234426,474770,0.863,0.183,37.7439709,-122.249779
"168","CA","6001428400",810521,1168052,0.313,0.451,37.7564138,-122.2559068
"169","CA","6001428500",624197,383522,0.241,0.148,37.7601324,-122.2593887
"170","CA","6001428600",898967,1080420,0.347,0.417,37.766273,-122.2738461
"171","CA","6001428700",7752560,4534587,2.993,1.751,37.7801283,-122.3050028
"172","CA","6001430101",25495598,0,9.844,0,37.7272374,-122.0152793
"173","CA","6001430102",77444507,3500650,29.901,1.352,37.7674569,-122.0500291
"174","CA","6001430200",5329272,0,2.058,0,37.7216743,-122.0615667
"175","CA","6001430300",2551432,9638,0.985,0.004,37.7172764,-122.0819576
"176","CA","6001430400",2435747,481854,0.94,0.186,37.7212084,-122.1010957
"177","CA","6001430500",2607356,0,1.007,0,37.7049262,-122.1091621
"178","CA","6001430600",2261417,0,0.873,0,37.7041757,-122.0969638
"179","CA","6001430700",1322604,0,0.511,0,37.7060948,-122.0822254
"180","CA","6001430800",1806090,0,0.697,0,37.6992244,-122.0650348
"181","CA","6001430900",1096552,0,0.423,0,37.6982784,-122.0828322
"182","CA","6001431000",954200,0,0.368,0,37.6929313,-122.0784575
"183","CA","6001431100",982922,0,0.38,0,37.6881143,-122.0672947
"184","CA","6001431200",2021149,26007,0.78,0.01,37.6871184,-122.0834504
"185","CA","6001432100",1105772,0,0.427,0,37.7360495,-122.1466048
"186","CA","6001432200",1023815,0,0.395,0,37.7330544,-122.1562452
"187","CA","6001432300",1044682,0,0.403,0,37.7308754,-122.1656501
"188","CA","6001432400",6433666,1385676,2.484,0.535,37.7087256,-122.1899737
"189","CA","6001432501",1362361,0,0.526,0,37.7167162,-122.1661481
"190","CA","6001432502",816163,0,0.315,0,37.7234549,-122.1734789
"191","CA","6001432600",1673450,0,0.646,0,37.7226922,-122.1551539
"192","CA","6001432700",828606,0,0.32,0,37.7270702,-122.1428437
"193","CA","6001432800",3869517,0,1.494,0,37.721228,-122.123812
"194","CA","6001433000",1323523,0,0.511,0,37.7158642,-122.1354706
"195","CA","6001433102",1433822,0,0.554,0,37.7021569,-122.1335021
"196","CA","6001433103",690524,0,0.267,0,37.7093289,-122.1390589
"197","CA","6001433104",1053445,0,0.407,0,37.7142641,-122.1469937
"198","CA","6001433200",3174900,0,1.226,0,37.70175,-122.147077
"199","CA","6001433300",2455576,0,0.948,0,37.6985801,-122.1574574
"200","CA","6001433400",5474774,2188972,2.114,0.845,37.6845277,-122.1689572
"201","CA","6001433500",1234047,0,0.476,0,37.6845056,-122.1553171
"202","CA","6001433600",1567223,0,0.605,0,37.6860417,-122.1438191
"203","CA","6001433700",1311724,0,0.506,0,37.6876437,-122.1146294
"204","CA","6001433800",1600708,0,0.618,0,37.6988143,-122.123482
"205","CA","6001433900",816585,0,0.315,0,37.6992655,-122.1135392
"206","CA","6001434000",1208790,0,0.467,0,37.6923622,-122.1102954
"207","CA","6001435102",4225669,0,1.632,0,37.6552235,-122.0457323
"208","CA","6001435103",51788299,0,19.996,0,37.6516739,-121.9827799
"209","CA","6001435104",7240706,0,2.796,0,37.6385144,-122.0388424
"210","CA","6001435200",2257317,61591,0.872,0.024,37.6890403,-122.049336
"211","CA","6001435300",1288755,0,0.498,0,37.6807791,-122.064666
"212","CA","6001435400",1328739,0,0.513,0,37.6739266,-122.0831568
"213","CA","6001435500",1012330,0,0.391,0,37.6809369,-122.09333
"214","CA","6001435601",945534,0,0.365,0,37.6746689,-122.1022655
"215","CA","6001435602",1143700,0,0.442,0,37.6819278,-122.1069995
"216","CA","6001435700",1330959,0,0.514,0,37.6786744,-122.1161142
"217","CA","6001435800",1310017,0,0.506,0,37.6793903,-122.1296212
"218","CA","6001435900",2419403,17052,0.934,0.007,37.6724681,-122.147305
"219","CA","6001436000",1315446,0,0.508,0,37.6691777,-122.1375217
"220","CA","6001436100",1258238,0,0.486,0,37.6717586,-122.1236192
"221","CA","6001436200",644507,0,0.249,0,37.6685048,-122.11212
"222","CA","6001436300",1831136,0,0.707,0,37.666274,-122.0917199
"223","CA","6001436401",3116599,0,1.203,0,37.6715227,-122.0650918
"224","CA","6001436402",4262229,0,1.646,0,37.6668486,-122.0404781
"225","CA","6001436500",1966828,0,0.759,0,37.6586449,-122.0688974
"226","CA","6001436601",1083577,0,0.418,0,37.6567776,-122.0788946
"227","CA","6001436602",894284,0,0.345,0,37.6518201,-122.0851944
"228","CA","6001436700",798274,0,0.308,0,37.6619708,-122.1005196
"229","CA","6001436800",1025366,0,0.396,0,37.6535732,-122.0944503
"230","CA","6001436900",1207092,0,0.466,0,37.6603504,-122.1097205
"231","CA","6001437000",1597254,0,0.617,0,37.647144,-122.1015751
"232","CA","6001437101",49031968,7227924,18.931,2.791,37.6059048,-122.126873
"233","CA","6001437102",870005,0,0.336,0,37.6298655,-122.1002746
"234","CA","6001437200",2554601,0,0.986,0,37.6431726,-122.1115983
"235","CA","6001437300",1027863,0,0.397,0,37.6362157,-122.0929895
"236","CA","6001437400",858407,0,0.331,0,37.6428175,-122.0876396
"237","CA","6001437500",633556,0,0.245,0,37.6440336,-122.0793901
"238","CA","6001437600",818977,0,0.316,0,37.6353602,-122.0804834
"239","CA","6001437701",484105,0,0.187,0,37.6348665,-122.0697491
"240","CA","6001437702",371488,0,0.143,0,37.638444,-122.0734492
"241","CA","6001437800",1275626,0,0.493,0,37.6431437,-122.068697
"242","CA","6001437900",674754,0,0.261,0,37.6428283,-122.0613135
"243","CA","6001438000",2432814,0,0.939,0,37.6190827,-122.0284675
"244","CA","6001438100",2007041,0,0.775,0,37.6181516,-122.038949
"245","CA","6001438201",983497,0,0.38,0,37.6262681,-122.0764388
"246","CA","6001438203",5286791,0,2.041,0,37.6155915,-122.0574235
"247","CA","6001438204",1489859,0,0.575,0,37.6270595,-122.0596257
"248","CA","6001438300",855994,0,0.331,0,37.6282241,-122.088523
"249","CA","6001438400",1723689,0,0.666,0,37.6184511,-122.082604
"250","CA","6001440100",27678386,0,10.687,0,37.6162741,-121.9813815
"251","CA","6001440200",1160876,0,0.448,0,37.6003622,-122.0225189
"252","CA","6001440301",4286107,0,1.655,0,37.6011863,-122.0427361
"253","CA","6001440304",977967,0,0.378,0,37.5868721,-122.0766157
"254","CA","6001440305",928518,0,0.359,0,37.5773806,-122.0746719
"255","CA","6001440306",674884,0,0.261,0,37.584989,-122.0683633
"256","CA","6001440307",1405893,0,0.543,0,37.5911419,-122.048687
"257","CA","6001440308",1838207,0,0.71,0,37.5893169,-122.027817
"258","CA","6001440331",1857327,0,0.717,0,37.5982247,-122.0833404
"259","CA","6001440332",2276489,0,0.879,0,37.582671,-122.0858114
"260","CA","6001440333",2512792,0,0.97,0,37.605337,-122.0738118
"261","CA","6001440334",1025588,0,0.396,0,37.593794,-122.0648622
"262","CA","6001440335",2005296,0,0.774,0,37.5913508,-122.0122841
"263","CA","6001440336",1141554,0,0.441,0,37.5811633,-122.0175013
"264","CA","6001441100",15151115,0,5.85,0,37.5852993,-121.9620573
"265","CA","6001441200",3241561,11692,1.252,0.005,37.5780625,-121.9910071
"266","CA","6001441301",3293445,0,1.272,0,37.5717252,-122.0026581
"267","CA","6001441302",1994667,0,0.77,0,37.5693426,-122.0194346
"268","CA","6001441401",1888871,0,0.729,0,37.5735683,-122.0376757
"269","CA","6001441402",1634516,0,0.631,0,37.5823793,-122.039873
"270","CA","6001441501",2624984,0,1.014,0,37.5699748,-122.0724418
"271","CA","6001441503",77514890,12542576,29.929,4.843,37.5639878,-122.0957814
"272","CA","6001441521",1711305,0,0.661,0,37.57293,-122.0532585
"273","CA","6001441522",1307238,0,0.505,0,37.5845594,-122.0572546
"274","CA","6001441523",467065,0,0.18,0,37.5647764,-122.0464882
"275","CA","6001441524",1680736,0,0.649,0,37.559478,-122.0506929
"276","CA","6001441601",1291645,0,0.499,0,37.5635007,-122.0305372
"277","CA","6001441602",1682082,0,0.649,0,37.5569619,-122.0212342
"278","CA","6001441700",2229701,0,0.861,0,37.5532071,-122.0116302
"279","CA","6001441800",2038658,0,0.787,0,37.5591968,-121.9915745
"280","CA","6001441921",846805,0,0.327,0,37.5424223,-121.9678076
"281","CA","6001441923",1506725,0,0.582,0,37.5509731,-121.9850086
"282","CA","6001441924",2184640,0,0.843,0,37.5647659,-121.9732496
"283","CA","6001441925",3002979,264744,1.159,0.102,37.5499839,-121.962969
"284","CA","6001441926",408689,0,0.158,0,37.5408003,-121.9787103
"285","CA","6001441927",650133,0,0.251,0,37.5465021,-121.976577
"286","CA","6001442000",8126497,0,3.138,0,37.559254,-121.9351068
"287","CA","6001442100",1836849,0,0.709,0,37.5482724,-121.949862
"288","CA","6001442200",4210755,0,1.626,0,37.5345655,-121.9421639
"289","CA","6001442301",1429049,0,0.552,0,37.5278226,-121.9615164
"290","CA","6001442302",951500,0,0.367,0,37.5362514,-121.9601205
"291","CA","6001442400",1582838,0,0.611,0,37.5313806,-121.9737794
"292","CA","6001442500",1959819,0,0.757,0,37.5371439,-121.9871472
"293","CA","6001442601",1181580,0,0.456,0,37.5443061,-121.9976615
"294","CA","6001442602",1320611,0,0.51,0,37.5481916,-122.0049836
"295","CA","6001442700",1234034,0,0.476,0,37.5371514,-122.0081094
"296","CA","6001442800",1278647,0,0.494,0,37.5293619,-121.9931002
"297","CA","6001442900",2066524,0,0.798,0,37.5184093,-121.9748369
"298","CA","6001443001",768730,0,0.297,0,37.5184218,-121.9515237
"299","CA","6001443002",1580323,0,0.61,0,37.5168344,-121.9605916
"300","CA","6001443102",2367416,0,0.914,0,37.5072245,-121.9271486
"301","CA","6001443103",15523424,0,5.994,0,37.5273534,-121.9028021
"302","CA","6001443104",1847041,0,0.713,0,37.5313774,-121.9266867
"303","CA","6001443105",3289424,0,1.27,0,37.5218355,-121.932256
"304","CA","6001443200",13659472,0,5.274,0,37.4871116,-121.8964219
"305","CA","6001443301",1577682,0,0.609,0,37.4707325,-121.9129556
"306","CA","6001443321",558873,0,0.216,0,37.4902704,-121.9242859
"307","CA","6001443322",1148283,0,0.443,0,37.482983,-121.9198352
"308","CA","6001444100",2955573,60526,1.141,0.023,37.550978,-122.0361606
"309","CA","6001444200",2069720,0,0.799,0,37.5425433,-122.045728
"310","CA","6001444301",2576474,0,0.995,0,37.536519,-122.0571016
"311","CA","6001444302",22310824,0,8.614,0,37.5125289,-122.0473793
"312","CA","6001444400",1027754,0,0.397,0,37.5362315,-122.035338
"313","CA","6001444500",1959283,0,0.756,0,37.5342653,-122.0273658
"314","CA","6001444601",3055835,0,1.18,0,37.5270567,-122.0162477
"315","CA","6001444602",5386831,0,2.08,0,37.5122564,-122.0030673
"316","CA","6001450101",1768641,0,0.683,0,37.7051615,-121.8851454
"317","CA","6001450102",9587034,0,3.702,0,37.7208213,-121.8911828
"318","CA","6001450200",1620535,0,0.626,0,37.7224552,-121.9154401
"319","CA","6001450300",3071986,0,1.186,0,37.7108737,-121.9177937
"320","CA","6001450400",3074026,0,1.187,0,37.7130205,-121.9325112
"321","CA","6001450501",1163207,0,0.449,0,37.7068544,-121.9419571
"322","CA","6001450502",11099282,0,4.285,0,37.7101808,-121.9678033
"323","CA","6001450601",50162719,0,19.368,0,37.6533404,-121.9307838
"324","CA","6001450602",6300132,0,2.432,0,37.6710285,-121.9130484
"325","CA","6001450603",3974016,0,1.534,0,37.6890204,-121.9107147
"326","CA","6001450604",2113004,0,0.816,0,37.6811898,-121.8865528
"327","CA","6001450605",1770809,0,0.684,0,37.6721104,-121.8819955
"328","CA","6001450606",2028172,0,0.783,0,37.6694706,-121.899759
"329","CA","6001450607",4826716,0,1.864,0,37.657232,-121.8874736
"330","CA","6001450701",265427890,3655100,102.482,1.411,37.5511338,-121.8054596
"331","CA","6001450741",2097855,0,0.81,0,37.6602823,-121.8647509
"332","CA","6001450742",7261248,849641,2.804,0.328,37.6672116,-121.8274682
"333","CA","6001450743",4333270,0,1.673,0,37.6931206,-121.8923903
"334","CA","6001450744",2648934,0,1.023,0,37.6969961,-121.8651515
"335","CA","6001450745",5341893,1969292,2.063,0.76,37.6803328,-121.8519308
"336","CA","6001450746",1733951,0,0.669,0,37.6736928,-121.8685808
"337","CA","6001450750",1661235,0,0.641,0,37.7054837,-121.8610693
"338","CA","6001450751",9988730,0,3.857,0,37.7164004,-121.8428393
"339","CA","6001450752",17421879,0,6.727,0,37.7409198,-121.823992
"340","CA","6001451101",552431172,5503335,213.295,2.125,37.6396841,-121.6633573
"341","CA","6001451102",4515920,261456,1.744,0.101,37.6506863,-121.7861589
"342","CA","6001451201",3662203,9862,1.414,0.004,37.7129066,-121.7418149
"343","CA","6001451202",45819116,0,17.691,0,37.7346912,-121.7690039
"344","CA","6001451300",11926527,744295,4.605,0.287,37.6906374,-121.8186386
"345","CA","6001451401",4633042,0,1.789,0,37.6959835,-121.7629309
"346","CA","6001451403",679874,0,0.263,0,37.6912319,-121.7842461
"347","CA","6001451404",1674931,0,0.647,0,37.6852748,-121.7803523
"348","CA","6001451501",5051294,0,1.95,0,37.6733476,-121.7369684
"349","CA","6001451503",2674110,0,1.032,0,37.6849518,-121.7489971
"350","CA","6001451504",3247420,0,1.254,0,37.6979401,-121.7322366
"351","CA","6001451505",1373459,0,0.53,0,37.6894445,-121.7246715
"352","CA","6001451506",851132,0,0.329,0,37.6833516,-121.7291862
"353","CA","6001451601",3936359,0,1.52,0,37.6683795,-121.7607445
"354","CA","6001451602",3013437,0,1.163,0,37.6712489,-121.7756214
"355","CA","6001451701",1222738,0,0.472,0,37.6721084,-121.787947
"356","CA","6001451703",1704815,0,0.658,0,37.6672948,-121.8009991
"357","CA","6001451704",2005359,0,0.774,0,37.6621234,-121.7900629
"358","CA","6001981900",3741388,1420107,1.445,0.548,37.8033573,-122.3198955
"359","CA","6001982000",1269350,269265,0.49,0.104,37.79616,-122.2935358
"360","CA","6001983200",494544,146456,0.191,0.057,37.7959455,-122.277268
"361","CA","6001990000",0,139280192,0,53.776,37.6836979,-122.2281492
"362","CA","6003010000",1912292631,12557304,738.34,4.848,38.6217831,-119.7983522
"363","CA","6005000101",63019972,0,24.332,0,38.4649426,-120.5707494
"364","CA","6005000102",456204145,7940832,176.141,3.066,38.5496993,-120.2509786
"365","CA","6005000200",323145351,190300,124.767,0.073,38.4806246,-120.753435
"366","CA","6005000301",195548204,259011,75.502,0.1,38.4580232,-120.949858
"367","CA","6005000303",136244604,765095,52.604,0.295,38.3544256,-120.9292323
"368","CA","6005000304",141709209,15460893,54.714,5.969,38.2787591,-120.9241264
"369","CA","6005000401",42399270,19726,16.37,0.008,38.401482,-120.746055
"370","CA","6005000402",73232658,27768,28.275,0.011,38.393171,-120.6610538
"371","CA","6005000500",108430163,4806943,41.865,1.856,38.3175704,-120.7391956
"372","CA","6007000102",2585248,0,0.998,0,39.7579635,-121.8236028
"373","CA","6007000103",3098285,0,1.196,0,39.7680603,-121.8185598
"374","CA","6007000104",2552443,0,0.986,0,39.7670809,-121.8375296
"375","CA","6007000201",3454095,0,1.334,0,39.7754009,-121.8638042
"376","CA","6007000202",1716904,0,0.663,0,39.7638564,-121.8494959
"377","CA","6007000300",2498769,0,0.965,0,39.7638851,-121.864199
"378","CA","6007000401",4451738,0,1.719,0,39.7660779,-121.8946844
"379","CA","6007000402",6244234,0,2.411,0,39.7558816,-121.8785043
"380","CA","6007000501",5453163,0,2.105,0,39.7376442,-121.8867964
"381","CA","6007000502",1117434,0,0.431,0,39.7295997,-121.861711
"382","CA","6007000601",1807996,0,0.698,0,39.744651,-121.8643191
"383","CA","6007000603",1107966,0,0.428,0,39.7368942,-121.8495875
"384","CA","6007000604",1044602,0,0.403,0,39.7358169,-121.857457
"385","CA","6007000700",3143271,0,1.214,0,39.7420673,-121.8390317
"386","CA","6007000800",3983776,0,1.538,0,39.7503323,-121.816273
"387","CA","6007000901",16597115,22091,6.408,0.009,39.7203605,-121.7616429
"388","CA","6007000903",5927880,0,2.289,0,39.726274,-121.7982097
