"","SerialNumber","TransportationMode","ArrivalTime","Age","ClassOfWorker","Occupation","Sex","MaritalStatus","HealthInsurance","EducationLevel","TotalIncome","IncomeAdjuster","PUMA","HomeOffice"
"5082",302626,NA,NA,14,NA,NA,1,5,1,10,NA,1007588,8303,0
"5083",302661,NA,NA,85,NA,NA,1,1,1,17,33800,1007588,11106,0
"5084",302662,NA,NA,79,NA,NA,2,1,1,12,7900,1007588,11106,0
"5085",302746,"Driving",72,48,5,565,2,3,1,22,89000,1007588,11103,0
"5086",302747,"Driving",203,24,7,4040,2,5,1,19,20000,1007588,11103,0
"5087",302748,"Driving",74,19,1,8965,2,5,1,16,6000,1007588,11103,0
"5088",302749,NA,NA,11,NA,NA,2,5,1,9,NA,1007588,11103,0
"5089",302943,NA,NA,22,NA,NA,2,5,1,19,2000,1007588,8303,0
"5090",303164,"Driving",93,25,1,4850,1,5,1,21,25000,1007588,11104,0
"5091",303165,"Driving",91,25,1,4760,1,5,1,21,30000,1007588,11104,0
"5092",303166,NA,NA,26,1,2825,2,5,1,16,30000,1007588,11104,0
"5093",303167,NA,NA,43,6,4920,1,1,1,16,50050,1007588,11103,0
"5094",303168,"Driving",108,39,6,4510,2,1,1,17,90000,1007588,11103,0
"5095",303169,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103,0
"5096",303216,NA,NA,85,NA,NA,2,5,1,9,40000,1007588,8303,0
"5097",303523,"Driving",270,37,1,8965,1,1,1,16,50000,1007588,11103,0
"5098",303524,NA,NA,31,1,5610,2,1,1,16,23000,1007588,11103,0
"5099",303525,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103,0
"5100",303526,NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11103,0
"5101",303538,NA,NA,18,9,9920,1,5,1,18,4,1007588,8303,0
"5102",303544,"Driving",96,73,1,4760,2,3,1,16,13300,1007588,8303,0
"5103",303545,NA,NA,71,NA,NA,1,5,1,23,12700,1007588,8303,0
"5104",303628,"Biking",16,19,1,4150,1,5,1,18,4100,1007588,8303,0
"5105",303792,NA,NA,30,6,6230,1,5,1,19,75000,1007588,11104,0
"5106",303793,NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11104,0
"5107",303794,NA,NA,29,1,3520,2,5,2,16,25000,1007588,11104,0
"5108",303821,"Driving",148,58,6,5900,2,3,1,20,35000,1007588,11103,0
"5109",303822,NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11103,0
"5110",303823,NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11103,0
"5111",303824,NA,NA,63,9,9920,2,5,1,21,0,1007588,11103,0
"5112",304132,"Driving",76,51,7,2630,1,5,2,19,54000,1007588,11103,0
"5113",304133,"Driving",82,48,6,4510,2,5,1,18,19600,1007588,11103,0
"5114",304137,NA,NA,67,1,4230,2,2,1,14,27100,1007588,8303,0
"5115",304138,NA,NA,48,6,6260,1,1,1,14,10000,1007588,8303,0
"5116",304139,NA,NA,31,NA,NA,1,5,2,16,0,1007588,8303,0
"5117",304140,NA,NA,28,NA,NA,1,5,1,16,1000,1007588,8303,0
"5118",304141,NA,NA,7,NA,NA,2,5,1,3,NA,1007588,8303,0
"5119",304142,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,8303,0
"5120",304143,NA,NA,49,NA,NA,2,1,1,17,0,1007588,8303,0
"5121",304144,"Driving",81,29,1,5860,2,5,1,17,27000,1007588,8303,0
"5122",304242,NA,NA,75,NA,NA,1,1,1,22,46900,1007588,11103,0
"5123",304243,NA,NA,72,NA,NA,2,1,1,19,12100,1007588,11103,0
"5124",304373,NA,NA,86,NA,NA,2,2,1,19,11300,1007588,8303,0
"5125",304902,"Driving",144,72,1,410,1,1,1,21,158400,1007588,11104,0
"5126",304903,NA,NA,71,NA,NA,2,1,1,15,0,1007588,11104,0
"5127",305121,"Home Office",NA,20,4,2200,2,5,1,19,50300,1007588,8303,1
"5128",305363,"Driving",79,57,6,6200,1,1,1,21,65000,1007588,8303,0
"5129",305364,"Driving",102,55,7,2630,2,1,1,21,155000,1007588,8303,0
"5130",305365,NA,NA,21,4,5600,1,5,1,15,200,1007588,8303,0
"5131",305376,"Public Transit",134,40,1,4020,2,4,1,10,10000,1007588,8303,0
"5132",305377,NA,NA,15,NA,NA,1,5,1,13,0,1007588,8303,0
"5133",305378,NA,NA,14,NA,NA,2,5,1,12,NA,1007588,8303,0
"5134",305379,NA,NA,5,NA,NA,1,5,1,1,NA,1007588,8303,0
"5135",306001,NA,NA,25,6,5350,2,1,1,19,5000,1007588,11104,0
"5136",306002,"Walking",82,33,3,5530,1,1,1,18,50000,1007588,11104,0
"5137",306003,NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11104,0
"5138",306004,NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11104,0
"5139",306005,NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11104,0
"5140",306087,NA,NA,36,1,5700,2,5,1,19,31500,1007588,11104,0
"5141",306246,"Driving",99,46,1,2160,2,1,1,16,80000,1007588,8303,0
"5142",306247,"Driving",73,49,3,160,1,1,1,16,60000,1007588,8303,0
"5143",306248,"Driving",73,18,3,5530,1,5,1,16,16000,1007588,8303,0
"5144",306291,NA,NA,81,NA,NA,2,1,1,16,3600,1007588,11103,0
"5145",306292,NA,NA,87,NA,NA,1,1,1,21,113000,1007588,11103,0
"5146",306359,NA,NA,94,NA,NA,2,2,1,16,19200,1007588,11106,0
"5147",306376,NA,NA,34,1,6050,2,5,1,9,12000,1007588,11103,0
"5148",306377,NA,NA,9,NA,NA,1,5,1,8,NA,1007588,11103,0
"5149",306378,NA,NA,6,NA,NA,1,5,1,5,NA,1007588,11103,0
"5150",306379,NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103,0
"5151",306380,"Driving",69,42,1,6050,1,5,2,9,18000,1007588,11103,0
"5152",306381,"Driving",111,37,1,4230,2,5,2,9,15000,1007588,11103,0
"5153",306382,NA,NA,20,NA,NA,2,5,2,14,0,1007588,11103,0
"5154",306383,NA,NA,16,NA,NA,1,5,2,12,0,1007588,11103,0
"5155",306384,NA,NA,14,NA,NA,1,5,2,11,NA,1007588,11103,0
"5156",306385,"Driving",165,35,1,9600,1,5,1,9,20000,1007588,11103,0
"5157",306695,"Driving",100,33,1,800,2,1,1,21,68000,1007588,8303,0
"5158",306696,"Driving",106,47,1,1020,1,1,1,22,130300,1007588,8303,0
"5159",306697,NA,NA,4,NA,NA,2,5,1,2,NA,1007588,8303,0
"5160",306834,"Driving",95,53,1,1010,1,1,1,21,70000,1007588,11106,0
"5161",306835,"Driving",95,49,1,5400,2,1,1,21,700,1007588,11106,0
"5162",306836,NA,NA,11,NA,NA,2,5,1,8,NA,1007588,11106,0
"5163",306837,NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11106,0
"5164",307019,"Walking",99,63,6,7750,1,3,2,17,57000,1007588,8303,0
"5165",307084,NA,NA,72,NA,NA,1,1,1,20,7700,1007588,11106,0
"5166",307085,NA,NA,62,NA,NA,2,1,1,19,2200,1007588,11106,0
"5167",307324,"Public Transit",77,30,1,6050,1,5,2,5,21500,1007588,11103,0
"5168",307668,NA,NA,36,NA,NA,2,5,1,16,12200,1007588,11103,0
"5169",307746,NA,NA,24,1,4760,1,5,1,20,0,1007588,11106,0
"5170",307819,"Driving",112,45,1,5610,1,1,1,14,17000,1007588,11103,0
"5171",307820,"Driving",112,23,1,9620,1,5,1,19,7000,1007588,11103,0
"5172",307821,"Driving",112,22,1,4230,1,5,1,16,14000,1007588,11103,0
"5173",307822,"Driving",195,50,1,4020,2,1,2,16,12000,1007588,11103,0
"5174",307907,"Driving",109,22,2,2016,2,5,1,21,2000,1007588,8303,0
"5175",307908,"Biking",104,22,1,1910,1,5,1,21,15000,1007588,8303,0
"5176",308109,"Biking",89,51,1,5400,2,1,1,19,65000,1007588,8303,0
"5177",308110,"Driving",79,48,1,2630,1,1,1,21,150000,1007588,8303,0
"5178",308486,"Driving",262,51,1,3600,2,2,1,9,36130,1007588,11103,0
"5179",308487,"Driving",189,49,1,4030,1,4,1,18,16000,1007588,11103,0
"5180",308488,NA,NA,84,NA,NA,2,3,1,6,8000,1007588,11103,0
"5181",308703,NA,NA,73,7,3060,1,1,1,23,109000,1007588,11106,0
"5182",308704,"Driving",75,59,7,3060,2,1,1,23,150000,1007588,11106,0
"5183",308799,"Driving",133,72,6,5240,1,1,1,14,26000,1007588,11104,0
"5184",308800,NA,NA,61,7,5110,2,1,1,14,41300,1007588,11104,0
"5185",308801,"Driving",120,28,6,5240,1,5,1,20,12000,1007588,11104,0
"5186",308894,"Driving",63,59,1,6050,1,1,1,9,52000,1007588,11103,0
"5187",308895,"Walking",112,29,1,3420,2,5,1,18,23000,1007588,11103,0
"5188",308896,NA,NA,55,1,8140,2,1,1,9,9600,1007588,11103,0
"5189",309060,"Driving",112,53,1,1460,1,1,1,22,270000,1007588,8303,0
"5190",309061,NA,NA,76,NA,NA,2,1,1,21,3500,1007588,8303,0
"5191",309146,"Driving",164,60,2,3320,2,3,1,20,95000,1007588,11104,0
"5192",309390,"Driving",96,48,5,5860,2,1,1,21,57000,1007588,11103,0
"5193",309391,"Driving",76,51,1,6260,1,1,1,16,24000,1007588,11103,0
"5194",309392,"Driving",216,29,1,3420,2,5,1,23,17500,1007588,11103,0
"5195",309393,NA,NA,47,NA,NA,1,5,1,1,22000,1007588,11103,0
"5196",309394,NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103,0
"5197",309395,NA,NA,27,NA,NA,1,1,1,17,0,1007588,11103,0
"5198",309525,"Home Office",NA,54,1,1530,1,1,1,22,140000,1007588,11106,1
"5199",309526,NA,NA,52,6,7700,2,1,1,20,99000,1007588,11106,0
"5200",309527,NA,NA,16,NA,NA,1,5,1,13,0,1007588,11106,0
"5201",309710,"Walking",68,27,1,20,1,5,1,18,36000,1007588,8303,0
"5202",309711,"Driving",68,22,1,7700,2,5,2,19,8100,1007588,8303,0
"5203",309969,NA,NA,20,1,5630,1,5,1,19,4000,1007588,8303,0
"5204",310375,NA,NA,76,NA,NA,2,1,1,18,7600,1007588,8303,0
"5205",310510,"Driving",92,44,1,1050,1,1,1,22,190000,1007588,8303,0
"5206",310511,"Driving",133,41,3,2860,2,1,1,22,29300,1007588,8303,0
"5207",310512,NA,NA,11,NA,NA,1,5,1,8,NA,1007588,8303,0
"5208",310513,NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303,0
"5209",310514,NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303,0
"5210",310890,NA,NA,20,NA,NA,1,5,1,16,0,1007588,11103,0
"5211",311092,"Driving",81,41,5,3500,2,3,1,19,19100,1007588,8303,0
"5212",311093,"Walking",127,19,5,5240,2,5,1,16,8300,1007588,8303,0
"5213",311419,"Driving",85,25,4,2200,2,5,1,21,6400,1007588,11106,0
"5214",311630,NA,NA,62,NA,NA,2,1,1,21,2000,1007588,8303,0
"5215",311631,"Home Office",NA,63,1,10,1,1,1,22,252000,1007588,8303,1
"5216",311646,"Driving",97,39,1,1030,2,5,1,21,80000,1007588,8303,0
"5217",311647,NA,NA,5,NA,NA,1,5,1,2,NA,1007588,8303,0
"5218",311648,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,8303,0
"5219",311649,NA,NA,46,1,530,1,5,1,21,0,1007588,8303,0
"5220",311676,NA,NA,87,NA,NA,2,2,1,12,8000,1007588,11106,0
"5221",311677,"Walking",84,54,6,4760,2,3,1,20,24001,1007588,11106,0
"5222",311678,NA,NA,87,NA,NA,2,3,1,12,22500,1007588,11106,0
"5223",311679,NA,NA,87,NA,NA,2,2,1,19,14400,1007588,11106,0
"5224",311858,NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104,0
"5225",312107,"Driving",107,29,1,1460,1,1,1,23,80000,1007588,8303,0
"5226",312108,"Driving",93,30,2,2100,2,1,1,22,31100,1007588,8303,0
"5227",312109,NA,NA,3,NA,NA,1,5,1,2,NA,1007588,8303,0
"5228",312110,NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,8303,0
"5229",312186,NA,NA,57,NA,NA,2,1,1,1,0,1007588,11106,0
"5230",312187,"Driving",66,62,1,9130,1,1,1,1,37100,1007588,11106,0
"5231",312331,"Driving",100,61,4,10,1,1,1,22,182000,1007588,8303,0
"5232",312332,"Home Office",NA,61,6,4600,2,1,1,21,52000,1007588,8303,1
"5233",312798,NA,NA,19,NA,NA,2,5,1,19,7200,1007588,8303,0
"5234",313078,"Public Transit",115,47,2,8740,2,3,1,19,18000,1007588,11103,0
"5235",313079,NA,NA,13,NA,NA,2,5,1,9,NA,1007588,11103,0
"5236",313163,NA,NA,81,2,5700,2,3,1,16,38000,1007588,8303,0
"5237",313164,NA,NA,50,NA,NA,2,5,1,16,8000,1007588,8303,0
"5238",313171,"Driving",63,32,1,7340,1,1,1,20,100000,1007588,11104,0
"5239",313172,"Driving",108,31,1,3150,2,1,1,22,15000,1007588,11104,0
"5240",313173,NA,NA,3,NA,NA,1,5,1,2,NA,1007588,11104,0
"5241",313174,NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11104,0
"5242",313425,"Driving",80,64,1,20,1,1,1,21,56900,1007588,11104,0
"5243",313426,NA,NA,65,3,2540,2,1,1,19,10500,1007588,11104,0
"5244",313427,"Driving",216,32,1,4610,2,5,2,18,20000,1007588,11104,0
"5245",313534,NA,NA,33,1,6050,2,1,2,9,0,1007588,11103,0
"5246",313535,"Driving",75,41,1,4250,1,1,2,6,20000,1007588,11103,0
"5247",313536,NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11103,0
"5248",313537,NA,NA,11,NA,NA,1,5,1,8,NA,1007588,11103,0
"5249",313538,NA,NA,6,NA,NA,1,5,1,4,NA,1007588,11103,0
"5250",313602,"Driving",88,67,2,2025,2,3,1,19,67000,1007588,11104,0
"5251",313679,NA,NA,53,3,8620,1,1,1,16,0,1007588,11104,0
"5252",313876,NA,NA,94,NA,NA,1,1,1,22,473000,1007588,8303,0
"5253",313877,NA,NA,87,NA,NA,2,1,1,19,0,1007588,8303,0
"5254",313939,NA,NA,66,2,3255,2,1,1,21,0,1007588,11106,0
"5255",313940,NA,NA,65,6,10,1,1,1,20,50670,1007588,11106,0
"5256",314063,NA,NA,77,NA,NA,2,3,1,21,15270,1007588,11106,0
"5257",314064,"Driving",84,74,1,9140,1,3,1,20,39400,1007588,11106,0
"5258",314140,"Driving",67,58,1,7340,1,3,1,15,110000,1007588,11106,0
"5259",314209,"Driving",202,50,3,5120,2,1,1,16,27900,1007588,11104,0
"5260",314210,"Driving",18,53,1,4850,1,1,1,16,40000,1007588,11104,0
"5261",314211,NA,NA,33,1,7210,1,5,2,15,37000,1007588,11104,0
"5262",314212,NA,NA,25,3,4610,2,5,1,18,200,1007588,11104,0
"5263",314213,NA,NA,11,NA,NA,1,5,1,8,NA,1007588,11104,0
"5264",314214,NA,NA,5,NA,NA,2,5,1,2,NA,1007588,11104,0
"5265",314289,NA,NA,20,9,9920,1,5,1,19,15000,1007588,8303,0
"5266",314347,NA,NA,72,NA,NA,1,5,1,16,59500,1007588,11103,0
"5267",314348,NA,NA,81,NA,NA,2,1,1,15,6700,1007588,11103,0
"5268",314349,NA,NA,77,NA,NA,1,1,1,15,18000,1007588,11103,0
"5269",314389,"Driving",108,53,1,4520,2,3,2,16,41000,1007588,11104,0
"5270",314644,"Public Transit",97,68,5,5900,1,1,1,18,27400,1007588,11103,0
"5271",314645,NA,NA,67,1,4020,2,1,1,1,4500,1007588,11103,0
"5272",314646,"Driving",77,42,1,8220,1,5,1,16,48000,1007588,11103,0
"5273",314681,NA,NA,18,NA,NA,1,5,1,18,0,1007588,8303,0
"5274",314747,NA,85,65,1,2810,1,3,1,21,28000,1007588,8303,0
"5275",314916,"Driving",70,42,1,4250,1,1,2,12,30000,1007588,11103,0
"5276",314917,"Driving",87,46,1,8800,2,1,2,21,3200,1007588,11103,0
"5277",314918,"Driving",214,24,1,7720,1,5,2,19,20000,1007588,11103,0
"5278",314919,NA,NA,17,NA,NA,2,5,2,14,0,1007588,11103,0
"5279",314920,NA,NA,16,NA,NA,1,5,2,13,0,1007588,11103,0
"5280",314921,NA,NA,10,NA,NA,1,5,2,7,NA,1007588,11103,0
"5281",314922,NA,NA,14,NA,NA,2,5,2,11,NA,1007588,11103,0
"5282",315038,"Driving",66,62,1,7700,1,1,1,16,27700,1007588,11103,0
"5283",315039,"Driving",182,56,1,7700,2,1,1,1,18700,1007588,11103,0
"5284",315040,NA,NA,30,1,5620,2,5,1,17,34400,1007588,11103,0
"5285",315041,NA,NA,25,1,6040,2,5,1,16,6200,1007588,11103,0
"5286",315388,"Driving",79,36,1,7750,1,1,1,20,62000,1007588,11104,0
"5287",315389,"Driving",89,32,1,5150,2,1,1,20,40000,1007588,11104,0
"5288",315466,"Driving",88,46,1,3255,2,1,1,20,89000,1007588,11103,0
"5289",315467,"Driving",208,46,1,630,1,1,1,15,84000,1007588,11103,0
"5290",315468,"Driving",94,24,1,9620,2,1,1,20,15000,1007588,11103,0
"5291",315469,NA,NA,17,NA,NA,1,5,1,16,0,1007588,11103,0
"5292",315470,NA,NA,4,NA,NA,1,5,1,2,NA,1007588,11103,0
"5293",315471,"Driving",68,24,1,5350,1,1,1,16,10000,1007588,11103,0
"5294",315538,"Biking",65,20,4,3955,2,5,1,19,7000,1007588,8303,0
"5295",315539,NA,NA,22,1,2340,2,5,1,19,1200,1007588,8303,0
"5296",315540,"Biking",169,22,4,3955,2,5,1,21,7000,1007588,8303,0
"5297",315548,NA,NA,56,2,420,1,1,2,21,2000,1007588,11104,0
"5298",315549,"Driving",82,58,2,430,2,1,1,21,67000,1007588,11104,0
"5299",315550,"Driving",122,32,2,5120,2,5,2,20,22000,1007588,11104,0
"5300",315551,NA,NA,14,NA,NA,1,5,1,12,NA,1007588,11104,0
"5301",315552,NA,NA,6,NA,NA,2,5,1,3,NA,1007588,11104,0
"5302",315832,NA,NA,69,4,2010,1,1,1,21,77000,1007588,11104,0
"5303",315833,NA,NA,64,4,5700,2,1,1,19,37200,1007588,11104,0
"5304",315834,"Biking",208,38,5,430,1,5,1,21,64000,1007588,11104,0
"5305",315835,NA,NA,34,NA,NA,1,5,1,21,0,1007588,11104,0
"5306",315849,NA,NA,76,NA,NA,1,1,1,24,24000,1007588,11106,0
"5307",315850,NA,NA,74,NA,NA,2,1,1,21,24300,1007588,11106,0
"5308",316004,"Driving",92,34,1,5110,2,5,1,19,35000,1007588,11104,0
"5309",316042,NA,NA,20,4,4230,2,5,1,19,14000,1007588,8303,0
"5310",316167,"Driving",108,58,7,3010,1,1,1,23,325000,1007588,11104,0
"5311",316168,"Driving",120,57,1,4700,2,1,1,19,140000,1007588,11104,0
"5312",316169,"Driving",106,28,1,2100,1,5,1,23,30000,1007588,11104,0
"5313",316277,"Driving",91,45,3,2320,2,1,1,22,27000,1007588,11106,0
"5314",316278,"Driving",100,51,5,20,1,1,1,21,123000,1007588,11106,0
"5315",316879,"Public Transit",88,68,4,5000,2,5,1,21,65000,1007588,11104,0
"5316",316880,NA,NA,90,NA,NA,2,3,1,18,12000,1007588,11104,0
"5317",317323,"Driving",95,50,3,1220,1,1,1,22,93000,1007588,11104,0
"5318",317324,"Public Transit",106,45,3,1220,2,1,1,22,105000,1007588,11104,0
"5319",317325,NA,NA,19,5,1107,1,5,1,19,2000,1007588,11104,0
"5320",317326,NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104,0
"5321",317401,"Driving",87,51,2,3150,2,1,1,21,70000,1007588,11106,0
"5322",317402,"Driving",100,59,5,1530,1,1,1,21,122000,1007588,11106,0
"5323",317403,NA,NA,15,NA,NA,2,5,1,12,0,1007588,11106,0
"5324",317404,NA,NA,13,NA,NA,2,5,1,9,NA,1007588,11106,0
"5325",317494,"Walking",135,18,4,5240,2,5,1,18,33200,1007588,8303,0
"5326",317713,"Driving",92,49,3,650,2,1,1,22,82000,1007588,11103,0
"5327",317714,NA,NA,69,NA,NA,1,1,1,19,40000,1007588,11103,0
"5328",318029,NA,NA,45,1,9140,1,1,1,1,15000,1007588,11106,0
"5329",318030,NA,NA,42,1,9640,2,1,1,1,15000,1007588,11106,0
"5330",318031,NA,NA,24,1,8965,1,5,2,16,2000,1007588,11106,0
"5331",318032,"Driving",94,19,1,4720,2,5,1,19,5000,1007588,11106,0
"5332",318107,"Driving",81,58,3,300,1,1,1,21,180000,1007588,11103,0
"5333",318108,"Driving",81,54,3,136,2,1,1,22,130000,1007588,11103,0
"5334",318204,NA,NA,66,NA,NA,2,2,1,20,12300,1007588,11106,0
"5335",318205,"Driving",96,44,1,9600,1,5,2,16,23000,1007588,11106,0
"5336",318206,NA,NA,61,NA,NA,1,3,1,15,18900,1007588,11106,0
"5337",318359,"Driving",103,38,3,2200,2,1,1,22,61000,1007588,11104,0
"5338",318360,"Driving",100,39,1,2600,1,1,1,22,77000,1007588,11104,0
"5339",318361,NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11104,0
"5340",318362,"Home Office",NA,24,1,4600,2,5,1,19,9600,1007588,11104,1
"5341",318469,"Driving",91,25,1,4700,2,5,2,20,29000,1007588,11103,0
"5342",318470,"Driving",80,25,1,4700,1,5,1,18,48000,1007588,11103,0
"5343",318695,"Driving",57,60,1,8610,1,1,1,9,33000,1007588,11106,0
"5344",318696,"Driving",75,55,6,4230,2,1,1,21,35000,1007588,11106,0
"5345",318747,NA,NA,73,NA,NA,2,1,1,21,30000,1007588,11104,0
"5346",318748,NA,NA,73,NA,NA,1,1,1,19,38400,1007588,11104,0
"5347",318749,"Driving",76,39,1,6660,1,3,1,18,32000,1007588,11104,0
"5348",318750,"Driving",185,18,1,4760,2,5,1,14,1200,1007588,11104,0
"5349",318751,NA,NA,12,NA,NA,1,5,1,8,NA,1007588,11104,0
"5350",318752,"Driving",89,43,4,2310,1,3,1,21,55000,1007588,11104,0
"5351",318753,NA,NA,5,NA,NA,1,5,1,3,NA,1007588,11104,0
"5352",318965,"Driving",63,40,1,6050,1,1,2,9,30000,1007588,11103,0
"5353",318966,"Driving",69,37,1,6050,2,1,2,16,10000,1007588,11103,0
"5354",318967,NA,NA,13,NA,NA,2,5,1,9,NA,1007588,11103,0
"5355",318968,NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11103,0
"5356",318969,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103,0
"5357",318970,NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11103,0
"5358",319172,"Driving",106,27,1,20,1,5,1,21,50800,1007588,11104,0
"5359",319209,"Driving",73,62,7,4710,1,1,1,19,325300,1007588,8303,0
"5360",319210,"Driving",109,64,7,4710,2,1,1,21,15000,1007588,8303,0
"5361",319339,"Driving",96,49,2,3160,2,3,1,21,56000,1007588,8303,0
"5362",319340,"Driving",214,19,3,4430,1,5,1,19,11000,1007588,8303,0
"5363",319341,NA,NA,15,NA,NA,2,5,1,12,200,1007588,8303,0
"5364",319465,NA,NA,61,7,3010,1,1,1,23,12000,1007588,8303,0
"5365",319466,NA,NA,57,1,3310,2,1,1,20,0,1007588,8303,0
"5366",319715,"Driving",69,38,1,6005,1,1,1,6,36500,1007588,11103,0
"5367",319716,NA,NA,39,6,4230,2,1,1,16,300,1007588,11103,0
"5368",319717,NA,NA,17,NA,NA,1,5,1,17,0,1007588,11103,0
"5369",319718,"Driving",47,37,1,4130,1,5,1,16,10000,1007588,11103,0
"5370",319744,"Driving",80,56,1,1460,1,1,1,20,113000,1007588,11104,0
"5371",319745,NA,NA,41,NA,NA,2,1,1,21,0,1007588,11104,0
"5372",319746,NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11104,0
"5373",319747,NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11104,0
"5374",320020,NA,NA,84,NA,NA,1,2,1,16,25200,1007588,11103,0
"5375",320039,NA,NA,81,1,5400,2,2,1,21,15500,1007588,8303,0
"5376",320196,"Driving",85,32,1,7200,1,5,1,19,65000,1007588,11103,0
"5377",320197,NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103,0
"5378",320198,"Driving",99,31,1,5400,2,5,1,16,35000,1007588,11103,0
"5379",320327,"Driving",86,49,3,2310,1,4,1,22,80200,1007588,11104,0
"5380",320404,"Driving",80,53,1,3955,1,1,1,20,100000,1007588,11106,0
"5381",320405,"Driving",104,47,1,4965,2,1,1,21,45000,1007588,11106,0
"5382",320455,"Driving",95,58,1,4760,1,3,1,16,35000,1007588,11106,0
"5383",320467,"Driving",78,54,1,7330,1,1,1,16,50000,1007588,11103,0
"5384",320468,NA,NA,52,NA,NA,2,1,1,13,0,1007588,11103,0
"5385",320469,NA,NA,17,NA,NA,2,5,1,14,0,1007588,11103,0
"5386",320710,"Driving",199,50,1,430,1,1,1,1,45000,1007588,8303,0
"5387",320711,"Driving",101,50,1,8965,2,1,1,1,52000,1007588,8303,0
"5388",320712,"Driving",96,23,1,5240,2,5,1,16,5000,1007588,8303,0
"5389",320713,"Driving",96,20,1,4150,2,5,1,16,4800,1007588,8303,0
"5390",320730,NA,NA,78,NA,NA,2,3,1,18,29000,1007588,11106,0
"5391",320733,NA,NA,59,1,5700,2,2,1,18,64000,1007588,11104,0
"5392",320825,"Driving",167,53,1,4610,2,1,1,19,28200,1007588,8303,0
"5393",320826,"Driving",81,63,6,6260,1,1,1,9,26900,1007588,8303,0
"5394",320827,"Driving",130,19,3,4610,2,5,1,19,1400,1007588,8303,0
"5395",320828,NA,NA,23,1,5300,2,5,2,21,4000,1007588,8303,0
"5396",320829,NA,NA,21,1,5300,2,5,2,21,4000,1007588,8303,0
"5397",320830,NA,NA,19,NA,NA,2,5,2,16,0,1007588,8303,0
"5398",320831,NA,NA,19,1,5260,2,5,2,16,16700,1007588,8303,0
"5399",320862,"Walking",80,55,1,6050,1,1,2,9,24000,1007588,11103,0
"5400",321045,"Driving",79,43,1,1760,2,1,1,21,165000,1007588,11104,0
"5401",321046,NA,NA,44,1,2200,1,1,1,22,200,1007588,11104,0
"5402",321047,NA,NA,23,NA,NA,1,5,1,19,0,1007588,11104,0
"5403",321048,"Driving",88,43,1,5510,1,1,1,20,28000,1007588,11104,0
"5404",321049,"Driving",108,60,2,3255,2,1,1,22,140000,1007588,8303,0
"5405",321050,"Driving",94,58,1,220,1,1,1,21,135000,1007588,8303,0
"5406",321051,"Driving",188,17,2,4110,1,5,1,14,3000,1007588,8303,0
"5407",321216,NA,NA,80,1,4760,1,1,1,15,37830,1007588,11104,0
"5408",321217,NA,NA,78,NA,NA,2,1,1,16,10820,1007588,11104,0
"5409",321265,NA,NA,72,NA,NA,2,2,1,21,38300,1007588,8303,0
"5410",321669,"Driving",93,62,1,5520,2,4,2,21,21100,1007588,11103,0
"5411",321670,NA,NA,61,NA,NA,2,5,1,19,12000,1007588,11103,0
"5412",321819,"Driving",85,45,1,4710,1,1,1,16,42000,1007588,11103,0
"5413",321820,NA,NA,41,1,8300,2,1,1,12,12000,1007588,11103,0
"5414",321821,"Driving",66,20,1,5520,1,5,1,19,4000,1007588,11103,0
"5415",321822,NA,NA,14,NA,NA,1,5,1,13,NA,1007588,11103,0
"5416",321823,NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103,0
"5417",321824,NA,NA,18,2,4620,2,5,1,18,1500,1007588,8303,0
"5418",321958,NA,NA,66,NA,NA,2,3,1,16,3300,1007588,11104,0
"5419",321959,NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11104,0
"5420",321960,NA,NA,17,NA,NA,2,5,1,14,0,1007588,11104,0
"5421",321961,"Home Office",NA,57,2,4610,2,4,1,16,123600,1007588,11104,1
